GeneID	RNA.seq_LADC55
SV2A	59
SF3B4	2006
MTMR11	569
OTUD7B	1206
105371427	8
VPS45	1396
PLEKHO1	598
LOC105371433	1
ANP32E	4327
CA14	511
APH1A	5058
C1orf54	192
CIART	168
MRPS21	983
PRPF3	1801
RPRD2	1834
TARS2	1024
MIR6878	2
ECM1	10065
FALEC	3
ADAMTSL4-AS2	110
ADAMTSL4	749
MIR4257	3
ADAMTSL4-AS1	13
MCL1	21499
LOC107985203	3
ENSA	6231
LOC112268239	58
GOLPH3L	2052
HORMAD1	589
CTSS	11270
CTSK	2479
ARNT	2015
SETDB1	1417
CERS2	7841
ANXA9	187
MINDY1	571
PRUNE1	1143
BNIPL	226
C1orf56	462
CDC42SE1	4246
MLLT11	81
GABPB2	456
SEMA6C	191
LYSMD1	251
TNFAIP8L2-SCNM1	298
TNFAIP8L2	258
SCNM1	281
TMOD4	13
VPS72	1330
PIP5K1A	2126
PSMD4	3397
ZNF687-AS1	15
ZNF687	1593
PI4KB	2196
RFX5	2449
RFX5-AS1	23
SELENBP1	3883
PSMB4	4455
POGZ	2126
CGN	4490
TUFT1	838
SNX27	1184
CELF3	438
RIIAD1	10
MRPL9	1051
OAZ3	346
TDRKH	1103
TDRKH-AS1	40
LINGO4	15
RORC	504
C2CD4D	24
C2CD4D-AS1	181
THEM5	100
THEM4	324
S100A10	9314
105371441	67
S100A11	8632
LOC101927949	7
TCHHL1	0
TCHH	46
LOC112268240	1
HRNR	18
FLG	7
FLG-AS1	5
IVL	7
LINC01527	0
SPRR1A	0
SPRR3	0
SPRR1B	0
SPRR2D	1
SPRR2A	0
SPRR2F	0
SPRR2C	0
PRR9	0
PGLYRP3	4
PGLYRP4	72
S100A9	977
S100A12	6
S100A8	97
S100A7A	0
S100A7	0
S100A6	7728
S100A5	28
S100A4	971
LOC101928034	583
S100A3	16
S100A2	75
S100A16	596
S100A14	264
S100A13	1756
S100A1	21
CHTOP	1817
SNAPIN	1497
ILF2	6767
NPR1	385
MIR8083	0
INTS3	2500
SLC27A3	981
GATAD2B	1021
LOC101928059	60
DENND4B	1242
CRTC2	1151
SLC39A1	5320
MIR6737	4
CREB3L4	321
JTB	3437
RAB13	2852
RPS27	3806
NUP210L	253
TPM3	20576
C1orf189	13
C1orf43	6501
UBAP2L	6257
SNORA58B	10
HAX1	2457
AQP10	1
ATP8B2	2098
IL6R-AS1	22
IL6R	1416
SHE	1771
TDRD10	227
UBE2Q1	2520
UBE2Q1-AS1	389
CHRNB2	4365
ADAR	11914
KCNN3	120
LOC105371449	6
PMVK	810
PBXIP1	5539
PYGO2	1677
LOC101928120	305
SHC1	3923
CKS1B	772
MIR4258	8
FLAD1	1162
LENEP	2
ZBTB7B	2416
DCST2	128
DCST1	78
DCST1-AS1	156
ADAM15	7384
EFNA4	448
EFNA3	146
EFNA1	3469
SLC50A1	2787
DPM3	311
KRTCAP2	1305
TRIM46	98
MUC1	14292
MIR92B	1
THBS3	716
THBS3-AS1	225
MTX1	889
GBAP1	414
GBA	2805
FAM189B	483
SCAMP3	1910
CLK2	1317
HCN3	274
PKLR	23
FDPS	1891
RUSC1-AS1	1566
RUSC1	2541
ASH1L	3232
MIR555	53
POU5F1P4	0
ASH1L-AS1	78
LOC101929703	43
LOC105371452	73
MSTO1	798
YY1AP1	2218
DAP3	2842
LOC100505728	29
MSTO2P	504
GON4L	2192
SYT11	572
RIT1	2425
KHDC4	1409
LOC107985207	3
RXFP4	8
ARHGEF2	2031
ARHGEF2-AS2	20
ARHGEF2-AS1	1
107985208	11
SSR2	5222
LOC105371729	584
UBQLN4	2171
LAMTOR2	661
RAB25	2670
MEX3A	180
LMNA	6891
SEMA4A	621
SLC25A44	983
PMF1-BGLAP	602
PMF1	760
BGLAP	14
PAQR6	32
SMG5	3454
TMEM79	136
GLMP	1670
CCT3	6161
TSACC	22
RHBG	6
MIR9-1HG	19
MEF2D	1609
IQGAP3	1243
TTC24	7
NAXE	2047
GPATCH4	836
HAPLN2	0
BCAN-AS1	20
BCAN	3
NES	940
CRABP2	10560
ISG20L2	1182
METTL25B	965
MRPL24	1266
HDGF	5244
PRCC	1638
SH2D2A	130
NTRK1	16
INSRR	1
PEAR1	175
LRRC71	30
ARHGEF11	1849
ETV3L	6
ETV3	1153
LOC107985211	1
LOC105371456	0
LINC02772	6
LOC101928202	2
FCRL5	101
FCRL4	9
FCRL3	65
FCRL2	361
FCRL1	27
CD5L	4
KIRREL1	791
KIRREL1-IT1	0
CD1D	121
CD1A	474
CD1B	50
CD1C	313
CD1E	199
SPTA1	8
OR6K3	0
OR6N1	2
MNDA	1369
PYHIN1	83
IFI16	8611
PYDC5	34
105371461	4
AIM2	104
CADM3	40
CADM3-AS1	27
ACKR1	396
FCER1A	200
APCS	0
LOC101928264	3
DUSP23	598
LOC105371464	11
FCRL6	33
107985217	20
SLAMF8	1271
SNHG28	460
VSIG8	36
LOC107985216	450
CFAP45	120
TAGLN2	28517
IGSF9	645
SLAMF9	89
LINC01133	18
PIGM	1108
KCNJ10	13
IGSF8	1147
ATP1A2	146
ATP1A4	10
CASQ1	2
LOC729867	332
PEA15	5122
DCAF8	3322
LOC100287049	110
PEX19	2857
LOC107985219	602
COPA	10532
SUMO1P3	13
NCSTN	4131
NHLH1	7
LOC105371466	1
VANGL2	137
SLAMF6	180
LOC105371468	2
CD84	2194
SLAMF1	138
LOC107985220	4
CD48	457
SLAMF7	354
LOC105371470	1
LY9	58
CD244	72
ITLN1	25
LOC101928372	13
ITLN2	40
F11R	10315
TSTD1	1672
USF1	1629
ARHGAP30	1343
NECTIN4	1328
NECTIN4-AS1	7
KLHDC9	199
PFDN2	787
NIT1	1369
DEDD	900
UFC1	2549
LOC112543491	9
USP21	773
PPOX	547
B4GALT3	1378
ADAMTS4	150
NDUFS2	2221
FCER1G	2483
APOA2	0
TOMM40L	478
MIR5187	17
NR1I3	117
PCP4L1	3800
LOC105371472	13
LOC107985221	24
MPZ	59
SDHC	2977
CFAP126	161
TRE-TTC4-2	6
LOC105371473	37
FCGR2A	6369
HSPA6	656
FCGR3A	7435
FCGR2C	392
HSPA7	358
TRL-CAA6-1	0
FCGR3B	173
FCGR2B	521
FCRLA	10
FCRLB	33
DUSP12	577
LOC102724329	2
ATF6	3574
OLFML2B	659
NOS1AP	176
LOC105371475	5
SPATA46	16
C1orf226	675
SH2D1B	9
UHMK1	9125
UAP1	1787
DDR2	1440
HSD17B7	653
CCDC190	28
RGS4	81
RGS5	4374
NUF2	464
PBX1	1459
LMX1A	0
RXRG	101
LRRC52-AS1	29
LRRC52	37
MGST3	2196
ALDH9A1	2745
TMCO1	4219
TMCO1-AS1	32
UCK2	193
MIR3658	14
FAM78B	31
FAM78B-AS1	6
LOC112268276	6
POGK	3778
TADA1	676
ILDR2	120
MAEL	19
LOC105371600	0
GPA33	45
105371598	0
STYXL2	4
POU2F1	1101
CD247	154
LOC101928512	9
LOC107985224	18
CREG1	7207
RCSD1	757
MPZL1	4668
ADCY10	10
MPC2	1889
DCAF6	3524
GPR161	273
TIPRL	3471
SFT2D2	4569
ANKRD36BP1	307
TBX19	146
XCL2	20
XCL1	10
DPT	278
LINC00626	5
LOC105371606	2
ATP1B1	16943
NME7	1865
BLZF1	2065
CCDC181	77
SLC19A2	2940
F5	84
SELP	301
SELL	749
SELE	41
METTL18	511
C1orf112	801
SCYL3	1276
KIFAP3	1666
METTL11B	7
GORAB-AS1	14
GORAB	1044
PRRX1	1727
MROH9	15
FMO3	516
LOC105371611	9
FMO6P	3
FMO2	2888
FMO1	85
FMO4	442
TOP1P1	46
PRRC2C	9923
MYOC	9
VAMP4	1258
EEF1AKNMT	1470
DNM3	654
DNM3OS	102
MIR214	3
MIR3120	3
MIR199A2	6
LOC102724528	38
C1orf105	73
PIGC	695
SUCO	2428
FASLG	19
TNFSF18	9
TNFSF4	193
LOC100506023	9
107985227	5
PRDX6-AS1	16
PRDX6	6660
SLC9C2	3
TEX50	11
ANKRD45	54
KLHL20	1384
CENPL	258
DARS2	1267
GAS5-AS1	79
GAS5	1508
SNORD81	28
SNORD47	115
SNORD80	134
SNORD79	129
SNORD78	27
SNORD44	63
SNORA103	658
SNORD77	24
SNORD76	65
SNORD75	4
SNORD74	21
ZBTB37	876
SERPINC1	3
RC3H1	1073
RABGAP1L	1974
LOC105371622	521
CACYBP	2487
MRPS14	1109
TNN	24
KIAA0040	1741
TNR	13
LOC105371623	1
LINC02803	2
COP1	1778
PAPPA2	1
ASTN1	2
BRINP2	17
LINC01645	8
CRYZL2P-SEC16B	339
SEC16B	209
CRYZL2P	738
RASAL2-AS1	33
RASAL2	1777
LOC105371630	19
LOC105371629	7
TEX35	0
C1orf220	13
LOC105371632	5
RALGPS2-AS1	28
RALGPS2	2188
ANGPTL1	142
FAM20B	2333
TOR3A	1728
ABL2	1345
SOAT1	5063
AXDND1	7
TDRD5	82
FAM163A	2
LOC105371634	4
LINC02818	8
TOR1AIP2	2718
TOR1AIP1	3458
LOC101928933	7
CEP350	3922
LOC105371636	3
QSOX1	9639
LHX4	136
ACBD6	1009
LHX4-AS1	85
LOC105371637	4
OVAAL	24
XPR1	7784
107985230	117
LINC02816	23
KIAA1614	268
LOC107985231	9
KIAA1614-AS1	66
STX6	3767
MR1	2997
IER5	1269
LINC01732	0
CACNA1E	6
ZNF648	37
LOC105371642	0
LINC01344	11
GLUL	47244
RNASEL	1122
RGS16	443
LINC01686	25
RGS8	1
NPL	1453
LOC647070	151
DHX9	7311
LAMC1	6625
LAMC1-AS1	14
LAMC2	2771
NMNAT2	1550
SMG7-AS1	36
SMG7	4261
NCF2	2251
107985235	1
ARPC5	8095
RGL1	2806
APOBEC4	26
COLGALT2	51
TSEN15	1835
LOC102724830	2
C1orf21	917
LOC107985236	352
LOC105371648	2
EDEM3	4751
NIBAN1	6218
LINC01633	0
RNF2	928
TRMT1L	1678
SWT1	337
LOC105371651	2
IVNS1ABP	5172
HMCN1	2528
LOC105371654	13
PRG4	712
TPR	8667
ODR4	2091
PDC-AS1	20
PDC	3
PTGS2	4371
PACERR	44
PLA2G4A	3733
LOC105371657	17
LINC01701	5
BRINP3	23
RGS18	320
LOC105371664	0
RGS1	9544
LOC107985241	3
RGS13	75
MIR4426	6
RGS2	2160
UCHL5	2464
RO60	2067
GLRX2	275
101929160	81
CDC73	2462
B3GALT2	50
LINC01031	4
LOC107985242	5
KCNT2	145
CFH	13567
CFHR3	121
CFHR1	94
CFHR4	3
LOC105371675	4
ASPM	1110
ZBTB41	3687
CRB1	5
DENND1B	3076
C1orf53	102
LHX9	24
NEK7	4923
PTPRC	5572
MIR181A1HG	6
NR5A2	146
LOC107985244	0
LINC00862	96
ZNF281	2719
KIF14	414
DDX59	1060
DDX59-AS1	6
CAMSAP2	2689
GPR25	3
INAVA	1366
MROH3P	3
KIF21B	202
LOC101929305	1
CACNA1S	1
ASCL5	2
TMEM9	2656
IGFN1	18
PKP1	61
LOC101929326	0
TNNT2	19
LAD1	1320
LOC101929343	72
TNNI1	67
101929367	0
PHLDA3	821
CSRP1	6611
LOC107985246	315
RPS10P7	73
NAV1	1387
IPO9-AS1	104
IPO9	3385
MIR6739	4
SHISA4	269
LMOD1	700
TIMM17A	2062
RNPEP	2654
112268254	81
ELF3-AS1	111
ELF3	10224
GPR37L1	52
ARL8A	1722
PTPN7	357
PTPRVP	14
LGR6	194
LOC101929388	12
UBE2T	755
PPP1R12B	4158
SYT2	221
105371686	29
KDM5B	3339
PCAT6	68
MGAT4EP	2
ACTG1P25	28
RABIF	698
KLHL12	2597
ADIPOR1	6214
CYB5R1	1604
TMEM183A	2676
PPFIA4	123
ADORA1	117
MYBPH	4
CHI3L1	313
CHIT1	411
LINC01353	3
LINC01136	8
BTG2	2838
FMOD	1463
LOC102723529	0
PRELP	1359
ATP2B4	4940
SNORA77	1
LINC00260	0
LOC102723543	8
LAX1	107
ZC3H11A	7661
ZBED6	699
SNRPE	1042
SOX13	1199
ETNK2	349
ERLNC1	36
REN	31
KISS1	5
GOLT1A	256
PLEKHA6	1249
PPP1R15B	3361
PIK3C2B	677
TRK-TTT3-1	0
MDM4	858
LOC105371692	69
LRRN2	30
LOC105371693	0
NFASC	147
CNTN2	31
TMEM81	43
RBBP5	951
DSTYK	927
TMCC2	148
NUAK2	564
KLHDC8A	37
LEMD1-AS1	1
LEMD1	26
BLACAT1	124
CDK18	870
MFSD4A-AS1	481
MFSD4A	2491
ELK4	3028
SLC45A3	270
LOC105371701	6
NUCKS1	14102
RAB29	510
SLC41A1	835
PM20D1	2
LOC284581	1
SLC26A9	712
SLC26A9-AS1	241
LOC103021295	24
RAB7B	474
CTSE	559
RHEX	111
LOC105372857	48
AVPR1B	0
FAM72A	165
SRGAP2	1823
IKBKE	579
RASSF5	1597
EIF2D	1832
DYRK3-AS1	10
DYRK3	478
MAPKAPK2	4091
105372877	1
IL10	25
IL19	11
LOC105372878	1
IL20	0
IL24	28
FCMR	236
PIGR	32215
FCAMR	16
C1orf116	13446
YOD1	1408
PFKFB2	1238
C4BPB	20
C4BPA	10442
LOC107985251	167
CD55	15981
CR2	120
CR1	437
CR1L	8
CD46	32670
MIR29B2CHG	52
MIR29C	9
MIR29B2	2
LOC148696	8
CD34	1239
LOC107985253	1
LINC02767	28
PLXNA2	851
LOC105372887	0
LOC105372884	17
105372888	15
LINC01735	0
LINC02769	0
LOC107985255	2
LOC105372895	4
MIR205HG	8
MIR205	0
LOC105372898	8
LOC105372899	0
LOC107985256	0
CAMK1G	29
LAMB3	3526
MIR4260	125
HSD11B1-AS1	3
G0S2	488
HSD11B1	157
TRAF3IP3	364
C1orf74	288
IRF6	1478
UTP25	1380
SYT14	17
SERTAD4-AS1	82
SERTAD4	1428
LINC02602	37
HHAT	671
KCNH1	11
LOC105372901	9
LOC105372902	15
RCOR3	1731
TRAF5	1733
107985258	6
LINC00467	348
LOC107985259	126
RD3	8
SLC30A1	2533
LOC105372903	97
LINC01693	0
NEK2	495
LOC91548	11
LPGAT1	4452
INTS7	1229
DTL	763
RPL21P28	24
LINC02608	14
PPP2R5A	4459
107985262	1
SNORA16B	5
PACC1	366
LOC105372906	3
NENF	392
LINC01740	1
ATF3	1063
FAM71A	0
LINC02773	24
BATF3	265
NSL1	1329
TATDN3	535
SPATA45	2
FLVCR1-DT	181
FLVCR1	756
VASH2	96
ANGEL2	1500
RPS6KC1	1524
PROX1-AS1	0
PROX1	46
SMYD2	1144
107985263	133
PTPN14	471
CENPF	2031
LOC105372916	0
105372915	0
KCNK2	6
105372919	2
KCTD3	1277
USH2A	4
ESRRG	509
GPATCH2	854
SPATA17	106
SPATA17-AS1	23
RRP15	883
TGFB2-AS1	10
TGFB2	518
TGFB2-OT1	120
LYPLAL1-DT	2
LYPLAL1	1317
LOC107984018	8
LYPLAL1-AS1	4
ZC3H11B	184
EPRS1	7728
BPNT1	1929
IARS2	6811
RAB3GAP2	2836
AURKAP1	8
MARK1	88
C1orf115	310
MTARC2	529
MTARC1	268
RNU6ATAC35P	1
LINC01352	9
HLX-AS1	10
HLX	135
LOC101929750	0
LINC02817	0
DUSP10	878
105372945	20
LINC01655	122
LINC02257	260
LINC02474	62
LINC01705	4
LOC105372956	5
HHIPL2	21
TAF1A	350
TAF1A-AS1	43
MIA3	5112
AIDA	4837
BROX	3374
FAM177B	142
LOC105372984	3
DISP1	964
LOC102724046	2
LOC107985323	3
TLR5	798
SUSD4	1119
CCDC185	126
CAPN8	5899
LOC105373281	8
CAPN2	16115
LOC105373046	30
LOC105373041	53
TP53BP2	2219
GTF2IP20	424
SEPTIN7P13	317
FBXO28	3076
DEGS1	3142
LOC101927143	4
LOC101927164	83
NVL	1386
CNIH4	2201
WDR26	7337
MIR4742	10
CNIH3	139
CNIH3-AS2	16
CNIH3-AS1	10
LINC02813	3
DNAH14	551
LBR	3240
LINC02765	1
ENAH	6310
LOC102723834	46
LOC107985352	3
SRP9	10910
EPHX1	7658
TMEM63A	6027
LEFTY1	48
PYCR2	2427
MIR6741	9
LEFTY2	54
SDE2	1358
H3-3A	13948
LINC01703	31
ACBD3	5813
ACBD3-AS1	753
MIXL1	3
LIN9	389
PARP1	7357
LOC105373116	0
STUM	15
ITPKB	1045
ITPKB-IT1	0
105373117	1
PSEN2	977
LOC107985354	6
COQ8A	733
105379282	6
CDC42BPA	8436
LOC105373122	5
ZNF678	1188
SNAP47	1408
JMJD4	577
LOC105373289	7
WNT9A	158
LOC107985355	5
WNT3A	13
LINC02809	1
ARF1	20156
MIR3620	16
C1orf35	596
MRPL55	1102
GUK1	5699
GJC2	13
IBA57-DT	2
IBA57	143
OBSCN-AS1	24
OBSCN	748
LOC101927401	110
TRIM11	773
TRIM17	76
H2AW	226
H2BU1	15
RNF187	2087
BTNL10	7
LOC105373124	7
RHOU	7110
DUSP5P1	23
LOC105373143	1
LINC02814	280
LOC105373159	261
RAB4A	1258
CCSAP	765
ACTA1	2
NUP133	3047
ABCB10	1135
TAF5L	1285
URB2	599
LOC105373161	2
LINC01736	2
GALNT2	3312
PGBD5	251
LOC105373165	0
LOC107985357	0
COG2	1732
LOC107985358	151
AGT	938
CAPN9	198
LOC107985359	24
C1orf198	2539
LOC101927604	17
TTC13	1320
ARV1	990
FAM89A	340
MIR1182	75
TRIM67	7
C1orf131	566
GNPAT	2770
112268256	116
EXOC8	1585
SPRTN	625
LOC107985360	48
EGLN1	2811
TSNAX-DISC1	608
TSNAX	1646
LINC00582	0
DISC1	263
DISC2	16
LOC105373198	0
SIPA1L2	3572
MAP10	369
LOC107985361	79
NTPCR	654
PCNX2	451
MAP3K21	564
KCNK1	932
LOC107985362	15
SLC35F3	54
LOC107985363	1
COA6-AS1	189
COA6	414
TARBP1	1787
LINC01354	11
IRF2BP2	7489
LINC00184	18
LOC105373209	16
LOC105373208	24
LINC01132	112
LOC105373210	3
LOC107985364	4
LOC107985365	21
105373211	9
LOC101927851	17
107985366	5
LINC01348	72
107985746	12
TOMM20	6536
LOC105379283	3
RBM34	1679
ARID4B	3291
GGPS1	1799
TBCE	938
B3GALNT2	861
GNG4	15
LYST	4494
LOC105373215	33
LINC02768	17
NID1	4551
GPR137B	1228
ERO1B	2021
EDARADD	206
LGALS8	6335
LGALS8-AS1	181
107985367	414
HEATR1	4322
ACTN2	21
MTR	2335
LOC105373218	34
RYR2	133
LINC01139	3
CHRM3	40
LOC105373225	0
CHRM3-AS2	3
FMN2	86
GREM2	66
RGS7	72
105373230	2
FH	2650
KMO	857
105373233	25
OPN3	880
CHML	2195
WDR64	17
EXO1	283
BECN2	4
MAP1LC3C	218
PLD5	90
LOC105373234	5
LINC01347	55
CEP170	3058
SDCCAG8	1822
MIR4677	6
AKT3	645
105373255	25
ZBTB18	2505
LOC105373262	11
107985371	13
C1orf100	2
ADSS2	4527
105373264	11
CATSPERE	87
DESI2	3752
112268258	29
COX20	2617
HNRNPU	14641
SNORA100	837
LOC101928068	35
EFCAB2	528
LOC107985725	4
KIF26B	521
KIF26B-AS1	5
LOC105373265	34
SMYD3	636
105373270	0
105373269	1
SMYD3-AS1	6
112268277	15
107985599	5
TFB2M	959
CNST	1915
LOC105373271	7
LOC102724382	3
SCCPDH	2151
107985373	14
LINC01341	11
AHCTF1	3331
ZNF695	10
ZNF670-ZNF695	11
ZNF670	211
ZNF669	267
FLJ39095	16
LINC02897	13
ZNF124	196
112268259	267
MIR3916	90
ZNF496	767
LOC107985115	26
NLRP3	345
OR2B11	0
GCSAML	32
GCSAML-AS1	4
LOC102724446	2
TRIM58	14
OR2W3	0
OR2T8	0
LYPD9P	0
SH3BP5L	987
MIR3124	6
ZNF672	1598
ZNF692	715
PGBD2	410
107987362	0
LOC105379854	0
105379521	1
LOC101060632	1
LOC102724250	1085
LOC107987365	1
LOC107987366	7
LOC102724562	192
LOC105379524	57
LOC440570	6
FAM110C	106
SH3YL1	2644
ACP1	2280
ALKAL2	22
LOC101927262	4
LOC105373346	1
LOC105373352	2
TMEM18	618
TMEM18-DT	24
LOC105373479	0
LOC105373480	0
105373392	0
LINC01115	0
105373481	0
SNTG2-AS1	2
SNTG2	4
TPO	13
LOC102723730	16
PXDN	2047
MYT1L	8
LOC107985840	1
EIPR1	402
TRAPPC12	786
ADI1	3587
RNASEH1	941
RNASEH1-AS1	146
RPS7	7719
COLEC11	12
ALLC	0
DCDC2C	1
SOX11	14
SILC1	8
LOC400940	0
LINC00487	17
LOC105373404	12
NRIR	79
CMPK2	1427
RSAD2	1524
GRASLND	21
RNF144A	692
LOC107985847	1
LOC101929510	12
LINC01871	34
LOC105373409	2
LINC00299	7
LINC01814	4
LOC105373411	0
ID2-AS1	10
ID2	997
KIDINS220	4007
MBOAT2	1425
LOC105373414	9
ASAP2	386
107985851	2
ITGB1BP1	1067
CPSF3	1405
IAH1	1086
ADAM17	1132
107985850	0
LOC101929643	2
YWHAQ	9224
LOC100996549	10
TAF1B	440
LOC105373422	22
GRHL1	1762
LOC112268412	85
LOC101929882	29
KLF11	896
CYS1	77
RRM2	1373
LOC105373424	9
LOC101929691	12
HPCAL1	1327
ODC1	1591
SNORA80B	1
ODC1-DT	22
NOL10	1203
RN7SL832P	16
ATP6V1C2	2929
LOC105373428	81
PDIA6	8916
KCNF1	3
C2orf50	50
SLC66A3	1697
ROCK2	2388
LINC00570	0
LOC105373429	2
E2F6	474
GREB1	104
LPIN1	1210
MIR3681HG	0
LOC105373432	1
TRIB2	916
MIR3125	3
LOC100506474	2
LOC105373436	0
LRATD1	330
NBAS	1697
LOC105373440	2
DDX1	3120
LINC01804	6
MYCNOS	2
MYCN	8
CYRIA	559
RAD51AP2	1
VSNL1	38
SMC6	1187
GEN1	480
LOC105373449	4
KCNS3	1495
LOC105373451	17
LOC105373454	6
NT5C1B-RDH14	307
RDH14	304
LOC105373456	39
NT5C1B	6
LINC01376	21
105373455	19
OSR1	153
LINC00954	13
TTC32	305
WDR35	465
LOC101928222	9
MATN3	244
LAPTM4A	10848
LAPTM4A-DT	0
SDC1	18238
PUM2	5682
RHOB	12920
LOC102724948	0
HS1BP3	875
HS1BP3-IT1	22
GDF7	32
LDAH	718
APOB	4
TDRD15	0
LOC105374317	0
101929251	0
KLHL29	252
LOC102723401	0
ATAD2B	906
UBXN2A	499
MFSD2B	25
WDCP	282
FKBP1B	337
SF3B6	1285
FAM228B	458
TP53I3	935
PFN4	65
LOC105374328	11
FAM228A	10
ITSN2	3342
NCOA1	1890
PTRHD1	262
LOC105369164	2
CENPO	662
ADCY3	1097
LOC105377626	13
DNAJC27	236
DNAJC27-AS1	22
EFR3B	422
POMC	16
DNMT3A	863
DTNB	297
DTNB-AS1	34
ASXL2	1731
KIF3C	170
RAB10	5486
LOC105374333	6
GAREM2	53
HADHA	4918
HADHB	3774
LOC105374334	37
ADGRF3	52
SELENOI	1501
DRC1	119
OTOF	15
FAM166C	5
CIB4	1
KCNK3	412
SLC35F6	1207
CENPA	87
DPYSL5	3
MAPRE3	352
TMEM214	2690
AGBL5-AS1	2
AGBL5	1295
OST4	864
EMILIN1	1202
KHK	78
CGREF1	61
ABHD1	169
PREB	1066
TCF23	2
SLC5A6	530
ATRAID	2337
CAD	1125
SLC30A3	29
DNAJC5G	4
TRIM54	28
UCN	4
MPV17	1417
GTF3C2	1693
GTF3C2-AS1	236
LOC105374363	118
EIF2B4	801
SNX17	2588
ZNF513	417
PPM1G	2658
FTH1P3	2
NRBP1	3610
KRTCAP3	636
IFT172	638
FNDC4	100
GCKR	2
C2orf16	53
ZNF512	1196
CCDC121	217
GPN1	1219
SUPT7L	1370
SLC4A1AP	1248
LINC01460	60
LOC105374378	29
MRPL33	443
RBKS	166
BABAM2	1069
BABAM2-AS1	99
LOC105374369	2
MIR4263	11
LOC100505736	0
LOC100505716	4
LOC105374382	1
LOC105374383	1
FLJ31356	8
FOSL2	2438
PLB1	160
LOC100505774	0
LOC112267877	49
PPP1CB	12292
SPDYA	76
TRMT61B	383
WDR43	1471
TOGARAM2	59
PCARE	1
LOC105374386	0
CLIP4	1412
ALK	11
101929418	1
YPEL5	3710
LOC105374414	0
LBH	4985
LOC102723594	2
LINC01936	34
LCLAT1	748
CAPN13	289
GALNT14	90
CAPN14	6
EHD3	258
XDH	112
SRD5A2	46
MEMO1	641
DPY30	938
SPAST	1021
SLC30A6	1607
NLRC4	246
YIPF4	1893
BIRC6	4080
BIRC6-AS2	0
TTC27	620
LTBP1	2950
RASGRP3	772
RASGRP3-AS1	80
FAM98A	1398
CRIM1-DT	13
CRIM1	2673
FEZ2	2023
VIT	2
STRN	2870
HEATR5B	1602
GPATCH11	474
EIF2AK2	5200
CEBPZOS	1523
CEBPZ	1946
NDUFAF7	784
PRKD3	1569
LOC101929542	6
QPCT	2720
LOC105374464	8
CDC42EP3	2240
LOC107985870	5
LOC107985869	1
LINC00211	1
RMDN2	684
RMDN2-AS1	16
107985872	2
CYP1B1	809
CYP1B1-AS1	17
LOC107985871	1
LOC102723739	2
ATL2	3377
LOC105374468	0
LINC02613	5
HNRNPLL	1241
GALM	1586
SRSF7	2792
GEMIN6	366
DHX57	697
LOC105374470	1
MORN2	302
ARHGEF33	17
LOC105374471	4
LOC375196	3
SOS1	2491
CDKL4	3
MAP4K3	1766
MAP4K3-DT	192
TMEM178A	62
THUMPD2	354
SLC8A1	1077
LOC101929667	14
LINC01913	10
LINC01914	20
LINC02898	27
LOC105374517	6
PKDCC	227
LOC105374531	16
EML4-AS1	13
EML4	6436
107985874	1
107985873	273
COX7A2L	1675
KCNG3	36
MTA3	1073
LOC105374555	6
OXER1	26
HAAO	90
107985875	5
TRI-TAT2-1	1
105374567	0
LINC01819	1
LOC107985876	1
LINC02580	5
LOC105374570	6
ZFP36L2	3605
LINC01126	3
THADA	1433
107985877	85
PLEKHH2	1148
C1GALT1C1L	18
DYNC2LI1	646
ABCG5	11
ABCG8	0
LRPPRC	4532
LOC102723904	25
PPM1B	1839
SLC3A1	993
PREPL	2203
CAMKMT	103
107985878	4
LINC01833	45
SIX3	5
SIX2	36
LINC01121	7
SRBD1	757
LOC102724965	43
PRKCE	795
LOC101926974	3
LOC105374581	3
EPAS1	11352
LINC01820	0
ATP6V1E2	157
RHOQ	1783
RHOQ-AS1	15
PIGF	741
CRIPT	498
LOC105374584	22
SOCS5	764
LINC01118	0
LINC01119	7
MCFD2	4107
TTC7A	1399
STPG4	1
CALM2	20404
EPCAM-DT	50
LOC105374588	14
BCYRN1	1
EPCAM	13379
MIR559	12
MSH2	1192
KCNK12	16
MSH2-OT1	0
LOC440864	1
MSH6	2356
FBXO11	2028
LOC100506235	26
LOC105374590	0
FOXN2	1259
PPP1R21	977
STON1-GTF2A1L	72
STON1	234
GTF2A1L	12
LHCGR	2
FSHR	0
NRXN1	30
LOC105377627	60
ASB3	419
GPR75-ASB3	411
CHAC2	194
ERLEC1	3944
LOC112268415	650
MIR3682	12
GPR75	46
PSME4	3427
ACYP2	194
LOC105374615	6
LOC105374610	1
C2orf73	16
LOC102724072	7
SPTBN1	10500
SPTBN1-AS1	3
RPL23AP32	3
LOC105374653	2
EML6	1531
RTN4	4684
105374674	0
CLHC1	156
RPS27A	7250
MTIF2	1855
PRORSD1P	74
CCDC88A	1968
CFAP36	1173
PPP4R3B	4212
PPP4R3B-DT	21
PNPT1	1421
LOC112268416	9
EFEMP1	5461
LOC105374690	5
LOC100129434	284
107985795	2
CCDC85A	352
105377632	5
VRK2	1308
LOC107984043	34
FANCL	622
LINC01122	1
BCL11A	38
PAPOLG	773
REL	3030
PUS10	707
PEX13	1592
SANBR	474
LOC339803	155
C2orf74	364
LOC105374758	1
AHSA2P	1617
USP34	3663
USP34-DT	8
XPO1	7732
LOC107985767	13
FAM161A	258
CCT4	3367
COMMD1	712
107985768	0
B3GNT2	1276
