0	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000066113	4	85699818	86074289	+	protein_coding	Adamtsl1
ENSMUSG00000015597	17	46520679	46557869	+	protein_coding	Zfp318
ENSMUSG00000041064	9	65434966	65443774	+	protein_coding	Pif1
ENSMUSG00000004791	12	86507588	86518246	-	protein_coding	Pgf
ENSMUSG00000091119	15	3230626	3253526	-	protein_coding	Ccdc152
ENSMUSG00000095562	NA	NA	NA	NA	NA	NA
ENSMUSG00000098176	NA	NA	NA	NA	NA	NA
ENSMUSG00000032216	9	72510363	72597649	+	protein_coding	Nedd4
ENSMUSG00000029657	5	150416861	150438951	-	protein_coding	Hsph1
ENSMUSG00000029053	4	154634237	154735470	-	protein_coding	Prkcz
ENSMUSG00000034792	10	80965050	80986970	-	protein_coding	Gna15
ENSMUSG00000067220	5	72994934	73033991	-	protein_coding	Cnga1
ENSMUSG00000052353	7	91081366	91235012	-	protein_coding	9930013L23Rik
ENSMUSG00000056204	8	73173009	73183580	-	protein_coding	Pgpep1
ENSMUSG00000009941	X	131479064	131499293	-	protein_coding	Nxf2
ENSMUSG00000068745	3	108167828	108182974	+	protein_coding	Mybphl
ENSMUSG00000063830	7	18377922	18378414	+	pseudogene	Gm6065
ENSMUSG00000020601	12	15798532	15823683	-	protein_coding	Trib2
ENSMUSG00000070044	8	46422070	46467645	-	protein_coding	Fam149a
ENSMUSG00000023832	17	13135755	13153613	-	protein_coding	Acat2
ENSMUSG00000000563	3	105745615	105763017	-	protein_coding	Atp5f1
ENSMUSG00000040540	10	129849554	129850368	+	pseudogene	Gm9770
ENSMUSG00000004552	1	133534882	133572080	+	protein_coding	Ctse
ENSMUSG00000082530	11	46264481	46264849	-	pseudogene	Gm12168
ENSMUSG00000021359	13	40811043	40829192	-	protein_coding	Tcfap2a
ENSMUSG00000034275	9	27106812	27142348	+	protein_coding	Igsf9b
ENSMUSG00000068457	Y	433303	582202	-	protein_coding	Uty
ENSMUSG00000003541	17	35958628	35959868	+	protein_coding	Ier3
ENSMUSG00000021326	13	21271313	21286593	+	protein_coding	Trim27
ENSMUSG00000041084	3	130398838	130412362	-	protein_coding	Ostc
ENSMUSG00000058135	3	107815172	107820891	-	protein_coding	Gstm1
ENSMUSG00000078931	8	109568597	109572514	-	processed_transcript	Pdf
ENSMUSG00000079299	6	128656525	128673064	-	protein_coding	Klrb1
ENSMUSG00000033721	3	109143570	109488616	+	protein_coding	Vav3
ENSMUSG00000066189	7	129815257	129912905	+	protein_coding	Cacng3
ENSMUSG00000078816	7	3303639	3330714	+	protein_coding	Prkcc
ENSMUSG00000043760	1	20047859	20608145	-	protein_coding	Pkhd1
ENSMUSG00000096740	NA	NA	NA	NA	NA	NA
ENSMUSG00000107425	NA	NA	NA	NA	NA	NA
ENSMUSG00000030766	7	130422663	130513429	-	protein_coding	Arhgap17
ENSMUSG00000026011	1	60943843	60972676	+	protein_coding	Ctla4
ENSMUSG00000037824	14	41719733	41780096	-	protein_coding	Tspan14
ENSMUSG00000026576	1	166367397	166388486	-	protein_coding	Atp1b1
ENSMUSG00000022790	16	38901583	39027272	+	protein_coding	Igsf11
ENSMUSG00000061758	6	34334217	34346950	+	protein_coding	Akr1b10
ENSMUSG00000042978	7	133416132	133438513	+	protein_coding	Sbk1
ENSMUSG00000093904	NA	NA	NA	NA	NA	NA
ENSMUSG00000029026	4	153430357	153514317	-	protein_coding	Trp73
ENSMUSG00000046440	5	138946065	138947174	+	pseudogene	Gm5564
ENSMUSG00000045126	19	12958344	12959345	+	protein_coding	Olfr1445
ENSMUSG00000059058	1	173641218	173641413	+	pseudogene	Gm15431
ENSMUSG00000015290	X	71611056	71614012	-	protein_coding	Ubl4
ENSMUSG00000021156	13	9684081	9764567	-	protein_coding	Zmynd11
ENSMUSG00000044405	2	158328347	158333934	+	protein_coding	Adig
ENSMUSG00000001288	15	102065368	102087948	-	protein_coding	Rarg
ENSMUSG00000030788	7	117960048	117987919	-	protein_coding	Rnf141
ENSMUSG00000109492	NA	NA	NA	NA	NA	NA
ENSMUSG00000024180	17	26250260	26260199	+	protein_coding	Tmem8
ENSMUSG00000050248	5	37729716	37816294	+	protein_coding	Evc2
ENSMUSG00000008206	8	4493404	4526079	+	protein_coding	Lass4
ENSMUSG00000044229	9	48169508	48207981	+	protein_coding	Fam55d
ENSMUSG00000034854	10	80820235	80828970	+	protein_coding	F630110N24Rik
ENSMUSG00000064065	10	3294062	3460745	+	protein_coding	Ipcef1
ENSMUSG00000050533	3	39257179	39257827	-	pseudogene	Gm9845
ENSMUSG00000087123	3	80203270	80203588	-	pseudogene	Gm6706
ENSMUSG00000023456	6	124760603	124764314	-	protein_coding	Tpi1
ENSMUSG00000057335	1	178663783	178744198	-	protein_coding	Cep170
ENSMUSG00000023806	17	7109029	7153070	-	protein_coding	Rsph3b
ENSMUSG00000024300	17	33692663	33744709	+	protein_coding	Myo1f
ENSMUSG00000005510	2	90734790	90744984	-	protein_coding	Ndufs3
ENSMUSG00000099702	NA	NA	NA	NA	NA	NA
ENSMUSG00000031958	8	114147684	114154274	-	protein_coding	Ldhd
ENSMUSG00000013701	14	32993347	33015084	-	protein_coding	Timm23
ENSMUSG00000062070	X	103382438	103399038	+	protein_coding	Pgk1
ENSMUSG00000106188	NA	NA	NA	NA	NA	NA
ENSMUSG00000026435	1	133867185	133879540	+	protein_coding	Slc45a3
ENSMUSG00000023031	15	100504855	100518351	-	protein_coding	Cela1
ENSMUSG00000032591	9	107982766	107987358	+	protein_coding	Mst1
ENSMUSG00000042763	4	124532482	124539415	-	protein_coding	Maneal
ENSMUSG00000030042	6	82568985	82655359	-	protein_coding	Pole4
ENSMUSG00000059498	1	172981299	172995066	-	protein_coding	Fcgr3
ENSMUSG00000078984	12	117513858	117514085	+	protein_coding	Gm11027
ENSMUSG00000049470	11	53164334	53235332	+	protein_coding	Aff4
ENSMUSG00000019817	10	12810496	12851500	+	protein_coding	Plagl1
ENSMUSG00000028671	4	135519641	135524093	+	protein_coding	Gale
ENSMUSG00000027010	2	71109119	71205806	-	protein_coding	Slc25a12
ENSMUSG00000026571	1	167259641	167390596	-	protein_coding	Dcaf6
ENSMUSG00000048756	10	41901646	41996561	-	protein_coding	Foxo3
ENSMUSG00000030708	7	107651526	107663469	-	protein_coding	Dnajb13
ENSMUSG00000006818	17	13200704	13210985	+	protein_coding	Sod2
ENSMUSG00000054191	8	87425826	87429194	+	protein_coding	Klf1
ENSMUSG00000075270	2	75827197	76176831	-	protein_coding	Pde11a
ENSMUSG00000046272	19	12936231	12937261	+	protein_coding	Olfr1444
ENSMUSG00000046334	1	9792274	9792634	-	pseudogene	Gm6195
ENSMUSG00000036915	7	31232552	31242709	-	protein_coding	Kirrel2
ENSMUSG00000096923	NA	NA	NA	NA	NA	NA
ENSMUSG00000083097	2	153651788	153652570	+	pseudogene	Gm14494
ENSMUSG00000072568	15	60650550	60656635	-	protein_coding	Fam84b
ENSMUSG00000026420	1	132778650	132784031	-	protein_coding	Il24
ENSMUSG00000030518	7	71900981	72301456	-	protein_coding	Fam189a1
ENSMUSG00000024777	19	6227764	6235872	-	protein_coding	Ppp2r5b
ENSMUSG00000022906	16	35938555	35972691	+	protein_coding	Parp9
ENSMUSG00000060402	7	35459486	35597730	-	protein_coding	Chst8
ENSMUSG00000032207	9	70645935	70800033	-	protein_coding	Lipc
ENSMUSG00000044951	13	32792695	32875823	-	protein_coding	Mylk4
ENSMUSG00000021596	13	76521982	77171071	+	protein_coding	Mctp1
ENSMUSG00000080796	X	100793109	100793675	+	pseudogene	Gm9159
ENSMUSG00000054003	12	113209769	113307065	+	protein_coding	Tdrd9
ENSMUSG00000057554	13	12531681	12557211	-	protein_coding	Lgals8
ENSMUSG00000037548	17	34280251	34288498	+	protein_coding	H2-DMb2
ENSMUSG00000027560	2	170557306	170705269	+	protein_coding	Dok5
ENSMUSG00000035171	19	21671802	21727281	-	protein_coding	1110059E24Rik
ENSMUSG00000027533	3	10012547	10016607	+	protein_coding	Fabp5
ENSMUSG00000094105	NA	NA	NA	NA	NA	NA
ENSMUSG00000028825	4	134420450	134452087	+	protein_coding	Rhd
ENSMUSG00000108226	NA	NA	NA	NA	NA	NA
ENSMUSG00000040699	11	106017569	106022174	-	protein_coding	Limd2
ENSMUSG00000045932	19	34625183	34650909	+	protein_coding	Ifit2
ENSMUSG00000052681	10	117251526	117282991	-	protein_coding	Rap1b
ENSMUSG00000023333	9	77899764	77913431	+	protein_coding	Gcm1
ENSMUSG00000038816	4	56823806	56878060	-	protein_coding	Ctnnal1
ENSMUSG00000015291	X	71550336	71557201	+	protein_coding	Gdi1
ENSMUSG00000034858	9	74800690	74880275	+	protein_coding	BC031353
ENSMUSG00000028420	4	53838916	53874891	+	protein_coding	Tmem38b
ENSMUSG00000021662	13	98668549	98976120	-	protein_coding	Rgnef
ENSMUSG00000034957	7	35904311	35906945	+	protein_coding	Cebpa
ENSMUSG00000018844	11	82705625	82714303	+	protein_coding	Fndc8
ENSMUSG00000020919	11	100642044	100712038	-	protein_coding	Stat5b
ENSMUSG00000030553	7	75381493	75409119	-	protein_coding	Pgpep1l
ENSMUSG00000068220	15	78757154	78760895	+	protein_coding	Lgals1
ENSMUSG00000022901	16	36603954	36666167	-	protein_coding	Cd86
ENSMUSG00000105336	NA	NA	NA	NA	NA	NA
ENSMUSG00000025838	2	87346721	87351029	+	protein_coding	Pramel6
ENSMUSG00000030256	6	145806762	145814078	-	protein_coding	Bhlhe41
ENSMUSG00000091780	15	89202112	89202880	-	protein_coding	Sco2
ENSMUSG00000090881	14	59863277	59879053	-	protein_coding	Gm6904
ENSMUSG00000039686	2	29952802	29980105	-	protein_coding	Zer1
ENSMUSG00000025475	7	147020072	147063987	+	protein_coding	Gpr123
ENSMUSG00000032436	9	114665954	114690963	-	protein_coding	Cmtm7
ENSMUSG00000047227	12	66018897	66025578	+	protein_coding	Gm527
ENSMUSG00000072955	X	133489526	133511408	-	protein_coding	Tmsb15l
ENSMUSG00000027678	2	165818135	165898742	+	protein_coding	Ncoa3
ENSMUSG00000021290	12	113199586	113205188	-	protein_coding	2010107E04Rik
ENSMUSG00000081752	X	60028759	60029860	-	pseudogene	Gm14680
ENSMUSG00000041248	9	32180002	32206777	+	protein_coding	Kcnj1
ENSMUSG00000100981	NA	NA	NA	NA	NA	NA
ENSMUSG00000029007	4	147451169	147462140	-	protein_coding	Agtrap
ENSMUSG00000068323	6	83169821	83254939	+	protein_coding	Slc4a5
ENSMUSG00000105028	NA	NA	NA	NA	NA	NA
ENSMUSG00000091095	11	69177520	69182910	+	protein_coding	Gm17305
ENSMUSG00000030036	6	83065489	83068892	+	protein_coding	Mogs
ENSMUSG00000081534	15	97614785	97623123	+	protein_coding	Slc48a1
ENSMUSG00000043832	6	122902532	122919893	+	protein_coding	Clec4a3
ENSMUSG00000028222	4	15808410	15835211	+	protein_coding	Calb1
ENSMUSG00000046314	12	45953474	46175480	-	protein_coding	Stxbp6
ENSMUSG00000053916	2	150855420	150865134	-	protein_coding	Nanp
ENSMUSG00000028822	4	134453763	134470939	-	protein_coding	Tmem50a
ENSMUSG00000024580	18	61872093	61885985	-	protein_coding	Grpel2
ENSMUSG00000025195	19	43922456	43986882	-	protein_coding	Dnmbp
ENSMUSG00000004842	16	65520846	65535250	+	protein_coding	Pou1f1
ENSMUSG00000036985	X	45525145	45562055	-	protein_coding	Zdhhc9
ENSMUSG00000047867	6	48651580	48658224	-	protein_coding	Gimap6
ENSMUSG00000074228	8	85688979	85690069	-	protein_coding	Gm10645
ENSMUSG00000093930	NA	NA	NA	NA	NA	NA
ENSMUSG00000041977	3	87421480	87541956	+	protein_coding	Arhgef11
ENSMUSG00000038980	2	180012350	180024584	-	protein_coding	BC066135
ENSMUSG00000009013	5	115747118	115751008	-	protein_coding	Dynll1
ENSMUSG00000031216	X	96198586	96270067	+	protein_coding	Stard8
ENSMUSG00000107539	NA	NA	NA	NA	NA	NA
ENSMUSG00000031924	8	109674560	109711370	+	protein_coding	Cyb5b
ENSMUSG00000056091	6	72047606	72104564	+	protein_coding	St3gal5
ENSMUSG00000021879	14	27512759	27704889	+	protein_coding	Dnahc12
ENSMUSG00000031310	X	98599722	98616188	-	protein_coding	Zmym3
ENSMUSG00000034145	12	88362289	88430993	+	protein_coding	Tmem63c
ENSMUSG00000003070	10	79642226	79652755	+	protein_coding	Efna2
ENSMUSG00000028771	5	20492462	20561729	-	protein_coding	Ptpn12
ENSMUSG00000046856	1	63229264	63261117	-	protein_coding	Gpr1
ENSMUSG00000037622	4	132848373	132909396	-	protein_coding	Wdtc1
ENSMUSG00000057817	19	12964104	12965148	-	protein_coding	Olfr1446
ENSMUSG00000060216	11	70246136	70254330	+	protein_coding	Arrb2
ENSMUSG00000000386	16	97668641	97684514	-	protein_coding	Mx1
ENSMUSG00000050912	9	7764040	7794333	+	protein_coding	Tmem123
ENSMUSG00000105053	NA	NA	NA	NA	NA	NA
ENSMUSG00000019066	9	21711934	21722636	-	protein_coding	Rab3d
ENSMUSG00000106627	NA	NA	NA	NA	NA	NA
ENSMUSG00000034171	4	115639749	115690531	-	protein_coding	Faah
ENSMUSG00000031953	8	114388797	114400575	-	protein_coding	Tmem170
ENSMUSG00000021253	12	87397693	87419991	-	protein_coding	Tgfb3
ENSMUSG00000069237	13	46764858	46773425	+	protein_coding	C78339
ENSMUSG00000002058	11	78156983	78162666	+	protein_coding	Unc119
ENSMUSG00000078144	8	95425305	95426306	+	protein_coding	Capns2
ENSMUSG00000032312	9	57474453	57493460	-	protein_coding	Csk
ENSMUSG00000030844	7	135517134	135562272	-	protein_coding	Rgs10
ENSMUSG00000003865	7	52690213	52711989	+	protein_coding	Gys1
ENSMUSG00000002985	7	20281457	20284515	-	protein_coding	Apoe
ENSMUSG00000058126	14	113713829	113715935	+	protein_coding	Tpm3-rs7
ENSMUSG00000032883	1	78654399	78703562	+	protein_coding	Acsl3
ENSMUSG00000013611	15	36433816	36485328	-	protein_coding	Snx31
ENSMUSG00000069274	13	23643126	23643517	-	protein_coding	Hist1h4f
ENSMUSG00000022565	15	76001403	76063004	-	protein_coding	Plec
ENSMUSG00000033826	17	30761298	31012209	+	protein_coding	Dnahc8
ENSMUSG00000081593	4	12052436	12054399	+	pseudogene	Gm11841
ENSMUSG00000058420	7	125525369	125587066	-	protein_coding	Syt17
ENSMUSG00000032902	3	104442590	104462385	+	protein_coding	Slc16a1
ENSMUSG00000053279	19	20676450	20717952	+	protein_coding	Aldh1a1
ENSMUSG00000070563	7	52980476	52981186	-	protein_coding	Spaca4
ENSMUSG00000031776	8	97190549	97198327	+	protein_coding	Arl2bp
ENSMUSG00000029191	5	65653090	65726909	-	protein_coding	Rfc1
ENSMUSG00000089651	9	74980765	74981988	-	pseudogene	Gm16353
ENSMUSG00000068037	17	13033944	13061009	-	protein_coding	Mas1
ENSMUSG00000045665	15	102109886	102112175	+	protein_coding	Mfsd5
ENSMUSG00000027867	3	99689328	99947245	+	protein_coding	Spag17
ENSMUSG00000035699	16	32475607	32487965	-	protein_coding	Osta
ENSMUSG00000036961	19	44567961	44588763	+	protein_coding	Wnt8b
ENSMUSG00000022014	14	78304045	78397975	+	protein_coding	Epsti1
ENSMUSG00000032911	9	56712910	56747677	+	protein_coding	Cspg4
ENSMUSG00000031482	8	23486025	23509093	-	protein_coding	Slc25a15
ENSMUSG00000024401	17	35336325	35338952	-	protein_coding	Tnf
ENSMUSG00000049649	4	132765254	132768451	-	protein_coding	Gpr3
ENSMUSG00000078632	11	103313268	103365911	-	protein_coding	Lrrc37a
ENSMUSG00000048481	7	19576593	19587115	+	protein_coding	Mypop
ENSMUSG00000096844	NA	NA	NA	NA	NA	NA
ENSMUSG00000038068	13	47218088	47343360	+	protein_coding	Rnf144b
ENSMUSG00000083849	2	44643784	44646471	+	pseudogene	Gm13477
ENSMUSG00000032113	9	36516066	36534650	-	protein_coding	Chek1
ENSMUSG00000019732	8	74948074	74967769	-	protein_coding	Calr3
ENSMUSG00000024399	17	35331383	35333265	+	protein_coding	Ltb
ENSMUSG00000050014	15	77414587	77426555	-	protein_coding	Apol10b
ENSMUSG00000032437	9	115151724	115219539	-	protein_coding	Stt3b
ENSMUSG00000024621	18	61265225	61291803	+	protein_coding	Csf1r
ENSMUSG00000026342	1	127457592	127492261	+	protein_coding	Slc35f5
ENSMUSG00000098557	NA	NA	NA	NA	NA	NA
ENSMUSG00000041309	7	146765275	146768696	-	protein_coding	Nkx6-2
ENSMUSG00000076432	12	21395931	21423498	-	protein_coding	Ywhaq
ENSMUSG00000107418	NA	NA	NA	NA	NA	NA
ENSMUSG00000031666	8	93593955	93647743	+	protein_coding	Rbl2
ENSMUSG00000032332	9	79446797	79566638	-	protein_coding	Col12a1
ENSMUSG00000020102	10	124663519	124766019	-	protein_coding	Slc16a7
ENSMUSG00000029001	4	147526908	147534591	-	protein_coding	Fbxo44
ENSMUSG00000021087	12	73312738	73510041	-	protein_coding	Rtn1
ENSMUSG00000058966	7	133960398	133973733	+	protein_coding	Fam57b
ENSMUSG00000057469	12	16817770	16833549	+	protein_coding	E2f6
ENSMUSG00000048807	11	3807023	3814667	-	protein_coding	Slc35e4
ENSMUSG00000040838	11	104547020	104637688	+	protein_coding	Gm11639
ENSMUSG00000096808	NA	NA	NA	NA	NA	NA
ENSMUSG00000022375	15	66211419	66332472	-	protein_coding	Lrrc6
ENSMUSG00000089942	7	3788411	3796653	-	protein_coding	Pira2
ENSMUSG00000000378	11	6446889	6496747	+	protein_coding	Ccm2
ENSMUSG00000015316	1	173697257	173731315	+	protein_coding	Slamf1
ENSMUSG00000091058	17	78073715	78074042	-	pseudogene	Gm17538
ENSMUSG00000032123	9	44134927	44141683	+	protein_coding	Dpagt1
ENSMUSG00000080775	X	138414717	138416864	+	pseudogene	Gm6368
ENSMUSG00000058447	7	30841056	30857842	-	protein_coding	Zfp82
ENSMUSG00000046085	2	103807099	103868518	-	protein_coding	4931422A03Rik
ENSMUSG00000059974	9	28802334	29770726	-	protein_coding	Ntm
ENSMUSG00000094682	NA	NA	NA	NA	NA	NA
ENSMUSG00000070866	2	81893378	82100036	+	protein_coding	Zfp804a
ENSMUSG00000030246	6	142438768	142456477	-	protein_coding	Ldhb
ENSMUSG00000021203	12	104626891	104644555	+	protein_coding	Otub2
ENSMUSG00000028785	4	128788813	128799280	-	protein_coding	Hpca
ENSMUSG00000033213	2	122462721	122466927	+	protein_coding	AA467197
ENSMUSG00000083595	X	103836719	103838073	-	pseudogene	Gm9200
ENSMUSG00000014771	17	15656171	15664265	-	protein_coding	Pdcd2
ENSMUSG00000048483	12	88321713	88329626	-	protein_coding	Zdhhc22
ENSMUSG00000000399	6	126771880	126799162	-	protein_coding	Ndufa9
ENSMUSG00000024781	19	34566807	34601964	-	protein_coding	Lipa
ENSMUSG00000040520	4	26251652	26274038	-	protein_coding	Manea
ENSMUSG00000040415	10	126627433	126632784	-	protein_coding	Dtx3
ENSMUSG00000025260	X	148436387	148438985	+	protein_coding	Hsd17b10
ENSMUSG00000026829	2	28352410	28360935	+	protein_coding	Gbgt1
ENSMUSG00000085998	X	51009204	51019755	-	processed_transcript	AW822252
ENSMUSG00000031950	8	114464602	114477512	+	protein_coding	Gabarapl2
ENSMUSG00000020873	11	95246005	95253090	+	protein_coding	Slc35b1
ENSMUSG00000003746	10	53624593	53795602	-	protein_coding	Man1a
ENSMUSG00000056073	10	48819265	49508572	-	protein_coding	Grik2
ENSMUSG00000091898	14	31983020	32024915	+	protein_coding	Tnnc1
ENSMUSG00000071451	13	34254832	34270041	+	protein_coding	Psmg4
ENSMUSG00000020010	10	23571267	23589649	+	protein_coding	Vnn3
ENSMUSG00000007908	9	75862661	75984157	+	protein_coding	Hmgcll1
ENSMUSG00000062352	12	21246685	21292098	-	protein_coding	Itgb1bp1
ENSMUSG00000040322	3	108926066	108971375	+	protein_coding	Slc25a24
ENSMUSG00000027996	3	83570242	83578238	+	protein_coding	Sfrp2
ENSMUSG00000005107	5	38740511	38894382	-	protein_coding	Slc2a9
ENSMUSG00000055172	6	124462422	124473458	+	protein_coding	C1ra
ENSMUSG00000022564	15	76077236	76080334	+	protein_coding	Grina
ENSMUSG00000002332	14	56357856	56364527	-	protein_coding	Dhrs1
ENSMUSG00000082432	4	71339046	71340752	+	pseudogene	Gm11231
ENSMUSG00000093806	NA	NA	NA	NA	NA	NA
ENSMUSG00000006705	17	31701717	31744638	+	protein_coding	Pknox1
ENSMUSG00000026972	2	24780871	24790772	-	protein_coding	Arrdc1
ENSMUSG00000023025	15	99800504	99846782	+	protein_coding	Larp4
ENSMUSG00000030616	7	97497208	97558948	+	protein_coding	Sytl2
ENSMUSG00000074635	13	120276067	120277190	-	protein_coding	3110070M22Rik
ENSMUSG00000083316	X	155534278	155535024	-	pseudogene	Gm15185
ENSMUSG00000073457	17	13421717	13430055	+	protein_coding	Smok2b
ENSMUSG00000040896	3	105255247	105476920	+	protein_coding	Kcnd3
ENSMUSG00000026307	1	93194914	93217652	+	protein_coding	Scly
ENSMUSG00000005883	2	172803200	172819077	+	protein_coding	Spo11
ENSMUSG00000078881	2	176266734	176280240	+	protein_coding	Gm14434
ENSMUSG00000033027	6	129588710	129593355	-	protein_coding	Klrc3
ENSMUSG00000051435	4	141446352	141570997	-	protein_coding	Fhad1
ENSMUSG00000069310	13	23836841	23837471	-	protein_coding	Hist1h3c
ENSMUSG00000036192	19	19005094	19185686	-	protein_coding	Rorb
ENSMUSG00000028688	4	116466914	116480245	-	protein_coding	Toe1
ENSMUSG00000090634	14	43937181	43945332	+	protein_coding	Gm8126
ENSMUSG00000045662	3	108743001	108763692	+	protein_coding	4921515J06Rik
ENSMUSG00000039759	4	151356747	151363106	-	protein_coding	Thap3
ENSMUSG00000032193	9	21528037	21554360	+	protein_coding	Ldlr
ENSMUSG00000002870	6	88833468	88848774	-	protein_coding	Mcm2
ENSMUSG00000021771	14	22650490	22665101	+	protein_coding	Vdac2
ENSMUSG00000056498	3	84470113	84508497	+	protein_coding	Tmem154
ENSMUSG00000032381	9	65974417	65986762	+	protein_coding	Fam96a
ENSMUSG00000046691	8	109407789	109417493	-	protein_coding	Chtf8
ENSMUSG00000014547	14	63456526	63575723	+	protein_coding	Wdfy2
ENSMUSG00000042993	4	35099304	35101254	+	protein_coding	Ifnk
ENSMUSG00000006235	9	21763342	21768020	-	protein_coding	Epor
ENSMUSG00000022199	14	55525563	55531969	-	protein_coding	Slc22a17
ENSMUSG00000102626	NA	NA	NA	NA	NA	NA
ENSMUSG00000039617	3	20948486	20949170	+	pseudogene	Gm7488
ENSMUSG00000028906	4	131479327	131631236	-	protein_coding	Epb4.1
ENSMUSG00000074896	19	34658020	34663221	+	protein_coding	Ifit3
ENSMUSG00000063885	14	48818390	48848088	+	protein_coding	Gm6498
ENSMUSG00000006378	15	78861303	78873988	+	protein_coding	Gcat
ENSMUSG00000032594	9	107904919	107951111	+	protein_coding	Ip6k1
ENSMUSG00000078249	11	120624107	120625733	+	protein_coding	Hmga1-rs1
ENSMUSG00000064288	13	21842062	21842374	-	protein_coding	Hist1h4k
ENSMUSG00000029482	5	125956183	125997782	+	protein_coding	Aacs
ENSMUSG00000000168	9	50442737	50467885	-	protein_coding	Dlat
ENSMUSG00000058470	19	11566527	11587067	+	protein_coding	Gm8369
ENSMUSG00000084292	2	57124974	57128097	-	pseudogene	Gm13535
ENSMUSG00000027011	2	78708280	78761450	+	protein_coding	Ube2e3
ENSMUSG00000082315	2	39016770	39017509	-	pseudogene	Gm16523
ENSMUSG00000051098	13	81850415	81892274	+	protein_coding	Mblac2
ENSMUSG00000106256	NA	NA	NA	NA	NA	NA
ENSMUSG00000043257	4	133216301	133228562	-	protein_coding	Pigv
ENSMUSG00000032375	9	66623008	66643297	-	protein_coding	Aph1b
ENSMUSG00000004891	3	87774999	87784373	+	protein_coding	Nes
ENSMUSG00000031754	8	96543302	96560939	-	protein_coding	Nudt21
ENSMUSG00000064168	13	23634792	23635228	-	protein_coding	Hist1h2bh
ENSMUSG00000023151	4	14550766	14723207	-	protein_coding	Lrrc69
ENSMUSG00000022596	15	74557073	74558456	-	protein_coding	Slurp1
ENSMUSG00000038268	11	74989443	74992337	-	protein_coding	Ovca2
ENSMUSG00000038026	1	174251163	174259394	-	protein_coding	Kcnj9
ENSMUSG00000056673	Y	234230	280254	+	protein_coding	Kdm5d
ENSMUSG00000021252	12	87156397	87165500	-	protein_coding	0610007P14Rik
ENSMUSG00000109564	NA	NA	NA	NA	NA	NA
ENSMUSG00000027322	2	130894955	130912501	-	protein_coding	Siglec1
ENSMUSG00000045761	17	72022600	72079009	+	protein_coding	Fam179a
ENSMUSG00000004730	17	57498108	57622952	+	protein_coding	Emr1
ENSMUSG00000085666	10	41773918	41775160	-	pseudogene	Gm9855
ENSMUSG00000081058	3	96042039	96043050	-	pseudogene	Hist2h3c2
ENSMUSG00000049233	13	108204220	108204817	-	protein_coding	Apoo-ps
ENSMUSG00000045328	3	134875526	134936504	+	protein_coding	Cenpe
ENSMUSG00000023094	2	19293066	19316603	+	protein_coding	Msrb2
ENSMUSG00000027463	2	151822246	151834994	+	protein_coding	2310046K01Rik
ENSMUSG00000060992	15	103103341	103130293	+	protein_coding	Copz1
ENSMUSG00000014503	18	34569076	34602445	+	protein_coding	Pkd2l2
ENSMUSG00000019978	10	25079603	25243320	+	protein_coding	Epb4.1l2
ENSMUSG00000032596	9	107877894	107886387	+	protein_coding	Uba7
ENSMUSG00000079563	17	32550044	32561112	-	protein_coding	Pglyrp2
ENSMUSG00000034190	14	70118054	70132296	-	protein_coding	Chmp7
ENSMUSG00000100033	NA	NA	NA	NA	NA	NA
ENSMUSG00000004231	19	44830538	44912758	+	protein_coding	Pax2
ENSMUSG00000001901	11	105869437	105895863	+	protein_coding	Kcnh6
ENSMUSG00000074219	8	86456227	86479104	-	protein_coding	Gm10644
ENSMUSG00000020758	11	115836022	115869726	+	protein_coding	Itgb4
ENSMUSG00000081441	1	9564628	9565730	+	pseudogene	Gm6161
ENSMUSG00000051748	11	83560441	83566144	+	protein_coding	1100001G20Rik
ENSMUSG00000108852	NA	NA	NA	NA	NA	NA
ENSMUSG00000042903	X	98449866	98456212	+	protein_coding	Foxo4
ENSMUSG00000035191	7	5061388	5068513	-	protein_coding	Rfpl4
ENSMUSG00000062727	13	22127689	22128168	+	protein_coding	Hist1h2bk
ENSMUSG00000025736	17	25965811	25968787	+	protein_coding	Jmjd8
ENSMUSG00000068604	17	26679704	26680660	+	protein_coding	Gm8225
ENSMUSG00000004187	15	76490995	76498625	+	protein_coding	Kifc2
ENSMUSG00000005611	7	118011779	118125975	-	protein_coding	Mrvi1
ENSMUSG00000079017	12	104680376	104681890	-	protein_coding	Ifi27l2a
ENSMUSG00000004798	11	61589150	61668575	-	protein_coding	Ulk2
ENSMUSG00000105645	NA	NA	NA	NA	NA	NA
ENSMUSG00000098509	NA	NA	NA	NA	NA	NA
ENSMUSG00000030834	7	53231749	53285672	-	protein_coding	Abcc6
ENSMUSG00000039005	4	66488617	66591318	+	protein_coding	Tlr4
ENSMUSG00000042215	1	33802328	33814639	-	protein_coding	Bag2
ENSMUSG00000028517	4	104829951	104905369	+	protein_coding	Ppap2b
ENSMUSG00000008843	5	135390118	135391396	-	protein_coding	Cldn13
ENSMUSG00000073434	17	25981678	25998460	-	protein_coding	Wdr90
ENSMUSG00000031881	8	107125812	107148296	-	protein_coding	Cdh16
ENSMUSG00000080021	8	108184233	108184687	-	pseudogene	Gm5915
ENSMUSG00000023186	9	38525852	38550922	+	protein_coding	Vwa5a
ENSMUSG00000003476	6	55040042	55083010	-	protein_coding	Crhr2
ENSMUSG00000044783	1	90155689	90174208	-	protein_coding	Hjurp
