category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0006366	0.78873636426665	0.257027674578259	53	648	transcription by RNA polymerase II	BP	1	1
GO:0032787	0.789148750650749	0.292568353711339	16	210	monocarboxylic acid metabolic process	BP	1	1
GO:0003924	0.789524247591381	0.327041166177356	8	111	GTPase activity	MF	1	1
GO:0045861	0.789524247591381	0.327041166177356	8	111	negative regulation of proteolysis	BP	1	1
GO:0051338	0.791599552199631	0.274687740080304	24	307	regulation of transferase activity	BP	1	1
GO:0009605	0.791943257322553	0.245770247972858	81	973	response to external stimulus	BP	1	1
GO:0046031	0.793575435917265	0.399716398347013	3	46	ADP metabolic process	BP	1	1
GO:0048858	0.794120704843054	0.284135493161779	17	223	cell projection morphogenesis	BP	1	1
GO:0002790	0.794748543671046	0.33902864198278	6	86	peptide secretion	BP	1	1
GO:0010001	0.794748543671046	0.33902864198278	6	86	glial cell differentiation	BP	1	1
GO:0031098	0.794748543671046	0.33902864198278	6	86	stress-activated protein kinase signaling cascade	BP	1	1
GO:0000781	0.79476989068186	0.443917518649509	2	32	chromosome, telomeric region	CC	1	1
GO:0014896	0.79476989068186	0.443917518649509	2	32	muscle hypertrophy	BP	1	1
GO:0014897	0.79476989068186	0.443917518649509	2	32	striated muscle hypertrophy	BP	1	1
GO:0030865	0.79476989068186	0.443917518649509	2	32	cortical cytoskeleton organization	BP	1	1
GO:0031901	0.79476989068186	0.443917518649509	2	32	early endosome membrane	CC	1	1
GO:0043113	0.79476989068186	0.443917518649509	2	32	receptor clustering	BP	1	1
GO:0048041	0.79476989068186	0.443917518649509	2	32	focal adhesion assembly	BP	1	1
GO:0002367	0.795230776395645	0.351831196478482	5	73	cytokine production involved in immune response	BP	1	1
GO:0016746	0.795230776395645	0.351831196478482	5	73	acyltransferase activity	MF	1	1
GO:0032869	0.795230776395645	0.351831196478482	5	73	cellular response to insulin stimulus	BP	1	1
GO:1902905	0.795230776395645	0.351831196478482	5	73	positive regulation of supramolecular fiber organization	BP	1	1
GO:1902531	0.795349984830889	0.252644813374778	46	568	regulation of intracellular signal transduction	BP	1	1
GO:0004674	0.795897862602665	0.306307829054175	10	137	protein serine/threonine kinase activity	MF	1	1
GO:0034248	0.795897862602665	0.306307829054175	10	137	regulation of cellular amide metabolic process	BP	1	1
GO:0006351	0.79734514425399	0.241255948899561	74	894	DNA-templated transcription	BP	1	1
GO:0097659	0.79734514425399	0.241255948899561	74	894	nucleic acid-templated transcription	BP	1	1
GO:0001772	0.797537586628766	0.542032993651916	1	17	immunological synapse	CC	1	1
GO:0003254	0.797537586628766	0.542032993651916	1	17	regulation of membrane depolarization	BP	1	1
GO:0003899	0.797537586628766	0.542032993651916	1	17	DNA-directed 5'-3' RNA polymerase activity	MF	1	1
GO:0005245	0.797537586628766	0.542032993651916	1	17	voltage-gated calcium channel activity	MF	1	1
GO:0007492	0.797537586628766	0.542032993651916	1	17	endoderm development	BP	1	1
GO:0007617	0.797537586628766	0.542032993651916	1	17	mating behavior	BP	1	1
GO:0008180	0.797537586628766	0.542032993651916	1	17	COP9 signalosome	CC	1	1
GO:0010559	0.797537586628766	0.542032993651916	1	17	regulation of glycoprotein biosynthetic process	BP	1	1
GO:0014002	0.797537586628766	0.542032993651916	1	17	astrocyte development	BP	1	1
GO:0021955	0.797537586628766	0.542032993651916	1	17	central nervous system neuron axonogenesis	BP	1	1
GO:0030173	0.797537586628766	0.542032993651916	1	17	integral component of Golgi membrane	CC	1	1
GO:0030544	0.797537586628766	0.542032993651916	1	17	Hsp70 protein binding	MF	1	1
GO:0031063	0.797537586628766	0.542032993651916	1	17	regulation of histone deacetylation	BP	1	1
GO:0031491	0.797537586628766	0.542032993651916	1	17	nucleosome binding	MF	1	1
GO:0032633	0.797537586628766	0.542032993651916	1	17	interleukin-4 production	BP	1	1
GO:0034364	0.797537586628766	0.542032993651916	1	17	high-density lipoprotein particle	CC	1	1
GO:0036475	0.797537586628766	0.542032993651916	1	17	neuron death in response to oxidative stress	BP	1	1
GO:0038066	0.797537586628766	0.542032993651916	1	17	p38MAPK cascade	BP	1	1
GO:0038084	0.797537586628766	0.542032993651916	1	17	vascular endothelial growth factor signaling pathway	BP	1	1
GO:0043372	0.797537586628766	0.542032993651916	1	17	positive regulation of CD4-positive, alpha-beta T cell differentiation	BP	1	1
GO:0043489	0.797537586628766	0.542032993651916	1	17	RNA stabilization	BP	1	1
GO:0044295	0.797537586628766	0.542032993651916	1	17	axonal growth cone	CC	1	1
GO:0044380	0.797537586628766	0.542032993651916	1	17	protein localization to cytoskeleton	BP	1	1
GO:0045907	0.797537586628766	0.542032993651916	1	17	positive regulation of vasoconstriction	BP	1	1
GO:0046627	0.797537586628766	0.542032993651916	1	17	negative regulation of insulin receptor signaling pathway	BP	1	1
GO:0047496	0.797537586628766	0.542032993651916	1	17	vesicle transport along microtubule	BP	1	1
GO:0048701	0.797537586628766	0.542032993651916	1	17	embryonic cranial skeleton morphogenesis	BP	1	1
GO:0048787	0.797537586628766	0.542032993651916	1	17	presynaptic active zone membrane	CC	1	1
GO:0051123	0.797537586628766	0.542032993651916	1	17	RNA polymerase II preinitiation complex assembly	BP	1	1
GO:0051491	0.797537586628766	0.542032993651916	1	17	positive regulation of filopodium assembly	BP	1	1
GO:0051568	0.797537586628766	0.542032993651916	1	17	histone H3-K4 methylation	BP	1	1
GO:0060337	0.797537586628766	0.542032993651916	1	17	type I interferon signaling pathway	BP	1	1
GO:0070063	0.797537586628766	0.542032993651916	1	17	RNA polymerase binding	MF	1	1
GO:0070266	0.797537586628766	0.542032993651916	1	17	necroptotic process	BP	1	1
GO:0070527	0.797537586628766	0.542032993651916	1	17	platelet aggregation	BP	1	1
GO:0071357	0.797537586628766	0.542032993651916	1	17	cellular response to type I interferon	BP	1	1
GO:0099172	0.797537586628766	0.542032993651916	1	17	presynapse organization	BP	1	1
GO:1900077	0.797537586628766	0.542032993651916	1	17	negative regulation of cellular response to insulin stimulus	BP	1	1
GO:1901021	0.797537586628766	0.542032993651916	1	17	positive regulation of calcium ion transmembrane transporter activity	BP	1	1
GO:1903018	0.797537586628766	0.542032993651916	1	17	regulation of glycoprotein metabolic process	BP	1	1
GO:1904646	0.797537586628766	0.542032993651916	1	17	cellular response to amyloid-beta	BP	1	1
GO:2000404	0.797537586628766	0.542032993651916	1	17	regulation of T cell migration	BP	1	1
GO:0060090	0.797684780445649	0.316562679514102	8	112	molecular adaptor activity	MF	1	1
GO:0044877	0.798128424103126	0.249992526348294	45	557	protein-containing complex binding	MF	1	1
GO:0002698	0.798183908790588	0.366090573089216	4	60	negative regulation of immune effector process	BP	1	1
GO:0031256	0.798183908790588	0.366090573089216	4	60	leading edge membrane	CC	1	1
GO:0045017	0.798183908790588	0.366090573089216	4	60	glycerolipid biosynthetic process	BP	1	1
GO:0045834	0.798183908790588	0.366090573089216	4	60	positive regulation of lipid metabolic process	BP	1	1
GO:0050921	0.798183908790588	0.366090573089216	4	60	positive regulation of chemotaxis	BP	1	1
GO:0051092	0.798183908790588	0.366090573089216	4	60	positive regulation of NF-kappaB transcription factor activity	BP	1	1
GO:1901136	0.798183908790588	0.366090573089216	4	60	carbohydrate derivative catabolic process	BP	1	1
GO:0030335	0.798963373553158	0.276100649842232	18	236	positive regulation of cell migration	BP	1	1
GO:0015631	0.800225370299502	0.306523194951263	9	125	tubulin binding	MF	1	1
GO:0070201	0.801226411399708	0.277962108634154	16	212	regulation of establishment of protein localization	BP	1	1
GO:0044271	0.801801734653895	0.23072875277233	110	1309	cellular nitrogen compound biosynthetic process	BP	1	1
GO:0032279	0.803164418293166	0.297114050235738	10	138	asymmetric synapse	CC	1	1
GO:0000904	0.803679508045083	0.268426840138563	19	249	cell morphogenesis involved in differentiation	BP	1	1
GO:0071216	0.803767603776712	0.327008767755455	6	87	cellular response to biotic stimulus	BP	1	1
GO:0006338	0.804182216556243	0.316282375584466	7	100	chromatin remodeling	BP	1	1
GO:0019902	0.804930255644481	0.338622037238291	5	74	phosphatase binding	MF	1	1
GO:0051240	0.805037863594342	0.240755455180275	48	594	positive regulation of multicellular organismal process	BP	1	1
GO:0045446	0.805571665245618	0.38236926089858	3	47	endothelial cell differentiation	BP	1	1
GO:0070664	0.805571665245618	0.38236926089858	3	47	negative regulation of leukocyte proliferation	BP	1	1
GO:0071383	0.805571665245618	0.38236926089858	3	47	cellular response to steroid hormone stimulus	BP	1	1
GO:0006790	0.805606724924334	0.306290740837104	8	113	sulfur compound metabolic process	BP	1	1
GO:0006820	0.806365971007858	0.288248745350696	11	151	anion transport	BP	1	1
GO:1901652	0.806365971007858	0.288248745350696	11	151	response to peptide	BP	1	1
GO:0032774	0.80673959333488	0.230832411327871	74	897	RNA biosynthetic process	BP	1	1
GO:0023061	0.806965158546245	0.279695653112827	13	176	signal release	BP	1	1
GO:0062197	0.807698266114043	0.296922275289534	9	126	cellular response to chemical stress	BP	1	1
GO:0000819	0.80867683009924	0.351340219857696	4	61	sister chromatid segregation	BP	1	1
GO:0008514	0.80867683009924	0.351340219857696	4	61	organic anion transmembrane transporter activity	MF	1	1
GO:0030522	0.80867683009924	0.351340219857696	4	61	intracellular receptor signaling pathway	BP	1	1
GO:0034614	0.80867683009924	0.351340219857696	4	61	cellular response to reactive oxygen species	BP	1	1
GO:1903034	0.80867683009924	0.351340219857696	4	61	regulation of response to wounding	BP	1	1
GO:0006749	0.808787755896048	0.422507020138057	2	33	glutathione metabolic process	BP	1	1
GO:0021954	0.808787755896048	0.422507020138057	2	33	central nervous system neuron development	BP	1	1
GO:0030667	0.808787755896048	0.422507020138057	2	33	secretory granule membrane	CC	1	1
GO:0034968	0.808787755896048	0.422507020138057	2	33	histone lysine methylation	BP	1	1
GO:0043266	0.808787755896048	0.422507020138057	2	33	regulation of potassium ion transport	BP	1	1
GO:0043401	0.808787755896048	0.422507020138057	2	33	steroid hormone mediated signaling pathway	BP	1	1
GO:0050684	0.808787755896048	0.422507020138057	2	33	regulation of mRNA processing	BP	1	1
GO:0055013	0.808787755896048	0.422507020138057	2	33	cardiac muscle cell development	BP	1	1
GO:0061077	0.808787755896048	0.422507020138057	2	33	chaperone-mediated protein folding	BP	1	1
GO:1904063	0.808787755896048	0.422507020138057	2	33	negative regulation of cation transmembrane transport	BP	1	1
GO:1905037	0.808787755896048	0.422507020138057	2	33	autophagosome organization	BP	1	1
GO:0051173	0.809077110636611	0.227410345222937	78	944	positive regulation of nitrogen compound metabolic process	BP	1	1
GO:0030336	0.810238561198487	0.288092025185481	10	139	negative regulation of cell migration	BP	1	1
GO:0045444	0.812476680296559	0.315256441994531	6	88	fat cell differentiation	BP	1	1
GO:0006913	0.813292387534814	0.296228304664516	8	114	nucleocytoplasmic transport	BP	1	1
GO:0051169	0.813292387534814	0.296228304664516	8	114	nuclear transport	BP	1	1
GO:0030426	0.814262834437673	0.325725847460201	5	75	growth cone	CC	1	1
GO:0071902	0.814262834437673	0.325725847460201	5	75	positive regulation of protein serine/threonine kinase activity	BP	1	1
GO:0002521	0.814366213094385	0.255524579046358	19	251	leukocyte differentiation	BP	1	1
GO:0006886	0.814366213094385	0.255524579046358	19	251	intracellular protein transport	BP	1	1
GO:0009615	0.814959995625161	0.287511076365052	9	127	response to virus	BP	1	1
GO:0001756	0.815721776179897	0.511593635740463	1	18	somitogenesis	BP	1	1
GO:0001895	0.815721776179897	0.511593635740463	1	18	retina homeostasis	BP	1	1
GO:0002792	0.815721776179897	0.511593635740463	1	18	negative regulation of peptide secretion	BP	1	1
GO:0006110	0.815721776179897	0.511593635740463	1	18	regulation of glycolytic process	BP	1	1
GO:0006636	0.815721776179897	0.511593635740463	1	18	unsaturated fatty acid biosynthetic process	BP	1	1
GO:0009247	0.815721776179897	0.511593635740463	1	18	glycolipid biosynthetic process	BP	1	1
GO:0022617	0.815721776179897	0.511593635740463	1	18	extracellular matrix disassembly	BP	1	1
GO:0031111	0.815721776179897	0.511593635740463	1	18	negative regulation of microtubule polymerization or depolymerization	BP	1	1
GO:0031228	0.815721776179897	0.511593635740463	1	18	intrinsic component of Golgi membrane	CC	1	1
GO:0032355	0.815721776179897	0.511593635740463	1	18	response to estradiol	BP	1	1
GO:0032660	0.815721776179897	0.511593635740463	1	18	regulation of interleukin-17 production	BP	1	1
GO:0032689	0.815721776179897	0.511593635740463	1	18	negative regulation of interferon-gamma production	BP	1	1
GO:0032692	0.815721776179897	0.511593635740463	1	18	negative regulation of interleukin-1 production	BP	1	1
GO:0032768	0.815721776179897	0.511593635740463	1	18	regulation of monooxygenase activity	BP	1	1
GO:0032922	0.815721776179897	0.511593635740463	1	18	circadian regulation of gene expression	BP	1	1
GO:0034062	0.815721776179897	0.511593635740463	1	18	5'-3' RNA polymerase activity	MF	1	1
GO:0034110	0.815721776179897	0.511593635740463	1	18	regulation of homotypic cell-cell adhesion	BP	1	1
GO:0034332	0.815721776179897	0.511593635740463	1	18	adherens junction organization	BP	1	1
GO:0042092	0.815721776179897	0.511593635740463	1	18	type 2 immune response	BP	1	1
GO:0043331	0.815721776179897	0.511593635740463	1	18	response to dsRNA	BP	1	1
GO:0043539	0.815721776179897	0.511593635740463	1	18	protein serine/threonine kinase activator activity	MF	1	1
GO:0045191	0.815721776179897	0.511593635740463	1	18	regulation of isotype switching	BP	1	1
GO:0045589	0.815721776179897	0.511593635740463	1	18	regulation of regulatory T cell differentiation	BP	1	1
GO:0045911	0.815721776179897	0.511593635740463	1	18	positive regulation of DNA recombination	BP	1	1
GO:0051497	0.815721776179897	0.511593635740463	1	18	negative regulation of stress fiber assembly	BP	1	1
GO:0051879	0.815721776179897	0.511593635740463	1	18	Hsp90 protein binding	MF	1	1
GO:0070542	0.815721776179897	0.511593635740463	1	18	response to fatty acid	BP	1	1
GO:0070897	0.815721776179897	0.511593635740463	1	18	transcription preinitiation complex assembly	BP	1	1
GO:0071103	0.815721776179897	0.511593635740463	1	18	DNA conformation change	BP	1	1
GO:0090278	0.815721776179897	0.511593635740463	1	18	negative regulation of peptide hormone secretion	BP	1	1
GO:0097386	0.815721776179897	0.511593635740463	1	18	glial cell projection	CC	1	1
GO:0097747	0.815721776179897	0.511593635740463	1	18	RNA polymerase activity	MF	1	1
GO:0098930	0.815721776179897	0.511593635740463	1	18	axonal transport	BP	1	1
GO:1902373	0.815721776179897	0.511593635740463	1	18	negative regulation of mRNA catabolic process	BP	1	1
GO:1902883	0.815721776179897	0.511593635740463	1	18	negative regulation of response to oxidative stress	BP	1	1
GO:0051640	0.8161324539529	0.271793075801778	12	165	organelle localization	BP	1	1
GO:0002526	0.816976402138333	0.365499388145103	3	48	acute inflammatory response	BP	1	1
GO:0009135	0.816976402138333	0.365499388145103	3	48	purine nucleoside diphosphate metabolic process	BP	1	1
GO:0009179	0.816976402138333	0.365499388145103	3	48	purine ribonucleoside diphosphate metabolic process	BP	1	1
GO:0009206	0.816976402138333	0.365499388145103	3	48	purine ribonucleoside triphosphate biosynthetic process	BP	1	1
GO:0016573	0.816976402138333	0.365499388145103	3	48	histone acetylation	BP	1	1
GO:0042100	0.816976402138333	0.365499388145103	3	48	B cell proliferation	BP	1	1
GO:0042641	0.816976402138333	0.365499388145103	3	48	actomyosin	CC	1	1
GO:0045582	0.816976402138333	0.365499388145103	3	48	positive regulation of T cell differentiation	BP	1	1
GO:0045639	0.816976402138333	0.365499388145103	3	48	positive regulation of myeloid cell differentiation	BP	1	1
GO:1902105	0.817121810069902	0.279243674129902	10	140	regulation of leukocyte differentiation	BP	1	1
GO:2000146	0.817121810069902	0.279243674129902	10	140	negative regulation of cell motility	BP	1	1
GO:0065003	0.817459052624034	0.230002919916738	41	515	protein-containing complex assembly	BP	1	1
GO:0016747	0.818721412872732	0.336969620116396	4	62	acyltransferase activity, transferring groups other than amino-acyl groups	MF	1	1
GO:0080134	0.819341967392348	0.22956769100983	38	480	regulation of response to stress	BP	1	1
GO:0005096	0.820880457667168	0.303775573330189	6	89	GTPase activator activity	MF	1	1
GO:0060070	0.820880457667168	0.303775573330189	6	89	canonical Wnt signaling pathway	BP	1	1
GO:0043933	0.821224761722634	0.223192616371992	46	575	protein-containing complex organization	BP	1	1
GO:0000724	0.821946741875166	0.401756019769835	2	34	double-strand break repair via homologous recombination	BP	1	1
GO:0002286	0.821946741875166	0.401756019769835	2	34	T cell activation involved in immune response	BP	1	1
GO:0004867	0.821946741875166	0.401756019769835	2	34	serine-type endopeptidase inhibitor activity	MF	1	1
GO:0005200	0.821946741875166	0.401756019769835	2	34	structural constituent of cytoskeleton	MF	1	1
GO:0015718	0.821946741875166	0.401756019769835	2	34	monocarboxylic acid transport	BP	1	1
GO:0016241	0.821946741875166	0.401756019769835	2	34	regulation of macroautophagy	BP	1	1
GO:0016575	0.821946741875166	0.401756019769835	2	34	histone deacetylation	BP	1	1
GO:0030888	0.821946741875166	0.401756019769835	2	34	regulation of B cell proliferation	BP	1	1
GO:0043473	0.821946741875166	0.401756019769835	2	34	pigmentation	BP	1	1
GO:0046889	0.821946741875166	0.401756019769835	2	34	positive regulation of lipid biosynthetic process	BP	1	1
GO:0048029	0.821946741875166	0.401756019769835	2	34	monosaccharide binding	MF	1	1
GO:0048708	0.821946741875166	0.401756019769835	2	34	astrocyte differentiation	BP	1	1
GO:0055006	0.821946741875166	0.401756019769835	2	34	cardiac cell development	BP	1	1
GO:0070252	0.821946741875166	0.401756019769835	2	34	actin-mediated cell contraction	BP	1	1
GO:0090277	0.821946741875166	0.401756019769835	2	34	positive regulation of peptide hormone secretion	BP	1	1
GO:1903201	0.821946741875166	0.401756019769835	2	34	regulation of oxidative stress-induced cell death	BP	1	1
GO:1903322	0.821946741875166	0.401756019769835	2	34	positive regulation of protein modification by small protein conjugation or removal	BP	1	1
GO:0071417	0.822588836705787	0.257000000482132	14	191	cellular response to organonitrogen compound	BP	1	1
GO:0051250	0.823235399062191	0.313147583230476	5	76	negative regulation of lymphocyte activation	BP	1	1
GO:0090575	0.823235399062191	0.313147583230476	5	76	RNA polymerase II transcription regulator complex	CC	1	1
GO:0051172	0.82342622426786	0.216854164531503	56	693	negative regulation of nitrogen compound metabolic process	BP	1	1
GO:0051668	0.827452082269951	0.243459843412314	17	229	localization within membrane	BP	1	1
GO:0006475	0.827808593746426	0.349117202519096	3	49	internal protein amino acid acetylation	BP	1	1
GO:0009145	0.827808593746426	0.349117202519096	3	49	purine nucleoside triphosphate biosynthetic process	BP	1	1
GO:0014902	0.827808593746426	0.349117202519096	3	49	myotube differentiation	BP	1	1
GO:0018393	0.827808593746426	0.349117202519096	3	49	internal peptidyl-lysine acetylation	BP	1	1
GO:0030177	0.827808593746426	0.349117202519096	3	49	positive regulation of Wnt signaling pathway	BP	1	1
GO:0008037	0.827884583113424	0.284510254328463	7	103	cell recognition	BP	1	1
GO:0016853	0.828328631904616	0.322985067847554	4	63	isomerase activity	MF	1	1
GO:0043679	0.828328631904616	0.322985067847554	4	63	axon terminus	CC	1	1
GO:0006959	0.828858494433357	0.269265462924112	9	129	humoral immune response	BP	1	1
GO:0032102	0.828858494433357	0.269265462924112	9	129	negative regulation of response to external stimulus	BP	1	1
GO:0002700	0.828984011783954	0.292569299967834	6	90	regulation of production of molecular mediator of immune response	BP	1	1
GO:0072594	0.830322708262542	0.262074141640366	10	142	establishment of protein localization to organelle	BP	1	1
GO:1901361	0.830322708262542	0.262074141640366	10	142	organic cyclic compound catabolic process	BP	1	1
GO:0030427	0.831855297539205	0.300891139006818	5	77	site of polarized growth	CC	1	1
GO:0043524	0.831855297539205	0.300891139006818	5	77	negative regulation of neuron apoptotic process	BP	1	1
GO:0002691	0.83227563720682	0.482247722304729	1	19	regulation of cellular extravasation	BP	1	1
GO:0002719	0.83227563720682	0.482247722304729	1	19	negative regulation of cytokine production involved in immune response	BP	1	1
GO:0002724	0.83227563720682	0.482247722304729	1	19	regulation of T cell cytokine production	BP	1	1
GO:0006692	0.83227563720682	0.482247722304729	1	19	prostanoid metabolic process	BP	1	1
GO:0006693	0.83227563720682	0.482247722304729	1	19	prostaglandin metabolic process	BP	1	1
GO:0006739	0.83227563720682	0.482247722304729	1	19	NADP metabolic process	BP	1	1
GO:0006805	0.83227563720682	0.482247722304729	1	19	xenobiotic metabolic process	BP	1	1
GO:0006826	0.83227563720682	0.482247722304729	1	19	iron ion transport	BP	1	1
GO:0006940	0.83227563720682	0.482247722304729	1	19	regulation of smooth muscle contraction	BP	1	1
GO:0007080	0.83227563720682	0.482247722304729	1	19	mitotic metaphase plate congression	BP	1	1
GO:0016790	0.83227563720682	0.482247722304729	1	19	thiolester hydrolase activity	MF	1	1
GO:0030020	0.83227563720682	0.482247722304729	1	19	extracellular matrix structural constituent conferring tensile strength	MF	1	1
GO:0030532	0.83227563720682	0.482247722304729	1	19	small nuclear ribonucleoprotein complex	CC	1	1
GO:0031646	0.83227563720682	0.482247722304729	1	19	positive regulation of nervous system process	BP	1	1
GO:0032210	0.83227563720682	0.482247722304729	1	19	regulation of telomere maintenance via telomerase	BP	1	1
GO:0032743	0.83227563720682	0.482247722304729	1	19	positive regulation of interleukin-2 production	BP	1	1
GO:0033059	0.83227563720682	0.482247722304729	1	19	cellular pigmentation	BP	1	1
GO:0035064	0.83227563720682	0.482247722304729	1	19	methylated histone binding	MF	1	1
GO:0035307	0.83227563720682	0.482247722304729	1	19	positive regulation of protein dephosphorylation	BP	1	1
GO:0042088	0.83227563720682	0.482247722304729	1	19	T-helper 1 type immune response	BP	1	1
GO:0042698	0.83227563720682	0.482247722304729	1	19	ovulation cycle	BP	1	1
GO:0043551	0.83227563720682	0.482247722304729	1	19	regulation of phosphatidylinositol 3-kinase activity	BP	1	1
GO:0045010	0.83227563720682	0.482247722304729	1	19	actin nucleation	BP	1	1
GO:0045066	0.83227563720682	0.482247722304729	1	19	regulatory T cell differentiation	BP	1	1
GO:0046456	0.83227563720682	0.482247722304729	1	19	icosanoid biosynthetic process	BP	1	1
GO:0051865	0.83227563720682	0.482247722304729	1	19	protein autoubiquitination	BP	1	1
GO:0060076	0.83227563720682	0.482247722304729	1	19	excitatory synapse	CC	1	1
GO:0060261	0.83227563720682	0.482247722304729	1	19	positive regulation of transcription initiation by RNA polymerase II	BP	1	1
GO:0070192	0.83227563720682	0.482247722304729	1	19	chromosome organization involved in meiotic cell cycle	BP	1	1
GO:0071867	0.83227563720682	0.482247722304729	1	19	response to monoamine	BP	1	1
GO:0071868	0.83227563720682	0.482247722304729	1	19	cellular response to monoamine stimulus	BP	1	1
GO:0071869	0.83227563720682	0.482247722304729	1	19	response to catecholamine	BP	1	1
GO:0071870	0.83227563720682	0.482247722304729	1	19	cellular response to catecholamine stimulus	BP	1	1
GO:0085029	0.83227563720682	0.482247722304729	1	19	extracellular matrix assembly	BP	1	1
GO:0097479	0.83227563720682	0.482247722304729	1	19	synaptic vesicle localization	BP	1	1
GO:0098815	0.83227563720682	0.482247722304729	1	19	modulation of excitatory postsynaptic potential	BP	1	1
GO:0098900	0.83227563720682	0.482247722304729	1	19	regulation of action potential	BP	1	1
GO:0140034	0.83227563720682	0.482247722304729	1	19	methylation-dependent protein binding	MF	1	1
GO:1903205	0.83227563720682	0.482247722304729	1	19	regulation of hydrogen peroxide-induced cell death	BP	1	1
GO:0010605	0.832499296473271	0.203292957811207	68	836	negative regulation of macromolecule metabolic process	BP	1	1
GO:0022603	0.832893652624853	0.221270552535537	28	364	regulation of anatomical structure morphogenesis	BP	1	1
GO:0051049	0.833566398432453	0.20628832864588	53	661	regulation of transport	BP	1	1
GO:0006801	0.834287916485717	0.381682639198926	2	35	superoxide metabolic process	BP	1	1
GO:0014015	0.834287916485717	0.381682639198926	2	35	positive regulation of gliogenesis	BP	1	1
GO:0030148	0.834287916485717	0.381682639198926	2	35	sphingolipid biosynthetic process	BP	1	1
GO:0030168	0.834287916485717	0.381682639198926	2	35	platelet activation	BP	1	1
GO:0033555	0.834287916485717	0.381682639198926	2	35	multicellular organismal response to stress	BP	1	1
GO:0045123	0.834287916485717	0.381682639198926	2	35	cellular extravasation	BP	1	1
GO:0098876	0.834287916485717	0.381682639198926	2	35	vesicle-mediated transport to the plasma membrane	BP	1	1
GO:0019219	0.834423712357121	0.197603709967579	87	1057	regulation of nucleobase-containing compound metabolic process	BP	1	1
GO:0004175	0.834959013653883	0.267320577009139	8	117	endopeptidase activity	MF	1	1
GO:0034655	0.834959013653883	0.267320577009139	8	117	nucleobase-containing compound catabolic process	BP	1	1
GO:0044270	0.835500081781419	0.260433957690586	9	130	cellular nitrogen compound catabolic process	BP	1	1
GO:0030424	0.835937065955606	0.230926507119379	18	243	axon	CC	1	1
GO:0008017	0.836792767195846	0.28164002321785	6	91	microtubule binding	MF	1	1
GO:0007009	0.837509961295345	0.309391308956317	4	64	plasma membrane organization	BP	1	1
GO:0046631	0.837509961295345	0.309391308956317	4	64	alpha-beta T cell activation	BP	1	1
GO:0006282	0.838087684501645	0.333230494752006	3	50	regulation of DNA repair	BP	1	1
GO:0031532	0.838087684501645	0.333230494752006	3	50	actin cytoskeleton reorganization	BP	1	1
GO:0032760	0.838087684501645	0.333230494752006	3	50	positive regulation of tumor necrosis factor production	BP	1	1
GO:0035966	0.838087684501645	0.333230494752006	3	50	response to topologically incorrect protein	BP	1	1
GO:0007155	0.839027067566666	0.204989402504708	41	521	cell adhesion	BP	1	1
GO:0032879	0.840118041114425	0.195600633904429	64	792	regulation of localization	BP	1	1
GO:0008064	0.840130276876867	0.288959400790662	5	78	regulation of actin polymerization or depolymerization	BP	1	1
GO:1901653	0.841728142144273	0.258116503088984	8	118	cellular response to peptide	BP	1	1
GO:0003779	0.842253539080553	0.23496959370265	13	182	actin binding	MF	1	1
GO:0006935	0.842557997900776	0.224608318879559	17	232	chemotaxis	BP	1	1
GO:0042330	0.842557997900776	0.224608318879559	17	232	taxis	BP	1	1
GO:0071840	0.84372169544957	0.180519543666275	179	2111	cellular component organization or biogenesis	BP	1	1
GO:0031032	0.844312456201774	0.270989441889127	6	92	actomyosin structure organization	BP	1	1
GO:0051348	0.844312456201774	0.270989441889127	6	92	negative regulation of transferase activity	BP	1	1
GO:0098858	0.844312456201774	0.270989441889127	6	92	actin-based cell projection	CC	1	1
GO:0006508	0.845456833794889	0.197971418468993	40	511	proteolysis	BP	1	1
GO:0000725	0.845851893775751	0.362299697444863	2	36	recombinational repair	BP	1	1
GO:0002065	0.845851893775751	0.362299697444863	2	36	columnar/cuboidal epithelial cell differentiation	BP	1	1
GO:0002712	0.845851893775751	0.362299697444863	2	36	regulation of B cell mediated immunity	BP	1	1
GO:0002793	0.845851893775751	0.362299697444863	2	36	positive regulation of peptide secretion	BP	1	1
GO:0002889	0.845851893775751	0.362299697444863	2	36	regulation of immunoglobulin mediated immune response	BP	1	1
GO:0004725	0.845851893775751	0.362299697444863	2	36	protein tyrosine phosphatase activity	MF	1	1
GO:0046488	0.845851893775751	0.362299697444863	2	36	phosphatidylinositol metabolic process	BP	1	1
GO:0046635	0.845851893775751	0.362299697444863	2	36	positive regulation of alpha-beta T cell activation	BP	1	1
GO:0090079	0.845851893775751	0.362299697444863	2	36	translation regulator activity, nucleic acid binding	MF	1	1
GO:1901880	0.845851893775751	0.362299697444863	2	36	negative regulation of protein depolymerization	BP	1	1
GO:0048015	0.846277279047049	0.296191634418142	4	65	phosphatidylinositol-mediated signaling	BP	1	1
GO:0044255	0.84715053967343	0.208239591697886	24	319	cellular lipid metabolic process	BP	1	1
GO:0001541	0.847345080130492	0.454043778342946	1	20	ovarian follicle development	BP	1	1
GO:0016620	0.847345080130492	0.454043778342946	1	20	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF	1	1
